1650485072:0,0.0565215,0,0,0,0.0029760000000000003,0,0,0,0,0.00317,0.008276666666666667,0,0.015460666666666666,0,0,0,0,0.007642,0.007714,0,0,0,0,0,0,0.002479
1650487727:0.00163,0.059833000000000004,0.004152,0,0,0.002559,0,0,0,0,0.002408,0.003605,0,0.012979,0,0,0.0022884000000000003,0,0.0069163333333333325,0.002197,0.007313,0,0,0.009248875,0,0,0.001295
1650486762:0.001631,0,0.00440525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022318,0,0,0.0022024999999999996,0.00747575,0,0,0.00929,0,0,0
1650499556:0.001876,0.0651665,0.005402,0,0,0.0030025,0,0,0,0,0.00357,0.008723666666666666,0,0.014536,0,0,0.0022207999999999998,0,0.008206333333333335,0.004313333333333333,0.01146525,0,0,0.011423125,0,0,0.007095499999999999
1650481924:0.001897,0.056767,0.0043485,0,0,0.002362,0,0,0,0,0.00289,0.008682666666666667,0,0.013011333333333333,0,0,0.0022327999999999996,0,0.007313,0.004169333333333333,0.007906,0,0,0.009628624999999998,0,0,0.0025884999999999997
1650403611:0,0.057059000000000006,0.0056355,0,0,0.0026699999999999996,0,0,0,0,0.003235,0.008870666666666667,0,0.013701666666666668,0,0,0,0,0.007969666666666667,0.005719999999999999,0.0093375,0,0,0.035306500000000005,0,0,0.001998
1650500099:0.00153,0.061771000000000006,0.00808775,0,0,0.003042,0,0,0,0,0.003267,0.011760333333333336,0,0.020195333333333332,0,0,0.0022186000000000003,0,0.013918,0.006915,0.0112585,0,0,0.011659625,0,0,0.0026755
1650405536:0.001873,0.0630835,0.00441675,0,0,0.0026300000000000004,0,0,0,0,0.003283,0.008730666666666666,0,0.013657666666666665,0,0,0.002329,0,0.007744,0.004154333333333334,0.007924750000000001,0,0,0.009747500000000001,0,0,0.0061215
1650274180:0.001655,0.057101,0.004584,0,0,0.0029995,0,0,0,0,0.002852,0.0092,0,0.013532,0,0,0.0023414,0,0.007331666666666667,0.004522333333333333,0.007807,0,0,0.009778499999999999,0,0,0.002244
1650499496:0.00156,0.0632925,0.0045867500000000005,0,0,0.0031035,0,0,0,0,0.003621,0.008395999999999999,0,0.014237000000000001,0,0,0.0022110000000000003,0,0.008078333333333333,0.004059333333333334,0.00793,0,0,0.010089,0,0,0.0025104999999999997
1650275569:0.00161,0.0578585,0.0043974999999999995,0,0,0.002589,0,0,0,0,0.003117,0.003236,0,0.013725666666666666,0,0,0.002242,0,0.0076103333333333335,0.002226,0.007782250000000001,0,0,0.0094155,0,0,0.001702
1650232944:0,0.059559,0,0,0,0.0025009999999999998,0,0,0,0,0.003379,0.008495,0,0.013843666666666666,0,0,0,0,0.008002666666666667,0.007824,0,0,0,0,0,0,0.002508
1650411334:0.001646,0.0555815,0.004216,0,0,0.0028035,0,0,0,0,0.003679,0.008884333333333333,0,0.013732,0,0,0.0024226,0,0.008138000000000001,0.004161666666666667,0.00747575,0,0,0.011139125,0,0,0.0022125
1650487667:0.001621,0.059556500000000005,0.0044859999999999995,0,0,0.00273,0,0,0,0,0.003116,0.008422,0,0.013377333333333333,0,0,0.0022857999999999997,0,0.007310333333333333,0.0042510000000000004,0.00764825,0,0,0.009445875,0,0,0.002496
1650408319:0.001842,0.058826,0.004277,0,0,0.002537,0,0,0,0,0.003284,0.009218666666666667,0,0.013869333333333332,0,0,0.0023342000000000003,0,0.007888,0.004458666666666666,0.00796225,0,0,0.009989625,0,0,0.0026065
1650411273:0,0.0535795,0,0,0,0.0027,0,0,0,0,0.003539,0.008130333333333333,0,0.013973666666666667,0,0,0,0,0.007539333333333333,0.007772,0,0,0,0,0,0,0.002183
1650274851:0,0.0574845,0.00744975,0,0,0.0030150000000000003,0,0,0,0,0.003095,0.008376666666666666,0,0.01409,0,0,0.002924,0,0.007546333333333333,0.006150333333333333,0.01087625,0,0,0.02008275,0,0,0.0022890000000000002
1650408861:0.001403,0.056423999999999995,0.00411775,0,0,0.0028405,0,0,0,0,0.00317,0.010990666666666668,0,0.013726,0,0,0.0022429999999999998,0,0.0074333333333333335,0.004256,0.00699575,0,0,0.009782999999999998,0,0,0.002547
1650252200:0,0.054815499999999996,0,0,0,0.0027965000000000004,0,0,0,0,0.003265,0.008895666666666666,0,0.018919333333333333,0,0,0,0,0.007744333333333333,0.008504,0,0,0,0,0,0,0.0025
1650178499:0.001179,0.058978499999999996,0.00418375,0,0,0.00271,0,0,0,0,0.002247,0.008743666666666667,0,0.012694000000000002,0,0,0.005166400000000001,0,0.006340333333333334,0.004116333333333333,0.0070445,0,0,0.014416000000000003,0,0,0.00219
1650485978:0.001624,0.060397,0.00418025,0,0,0.0026160000000000003,0,0,0,0,0.003206,0.007906999999999999,0,0.016991333333333334,0,0,0.0040618,0,0.007865666666666667,0.003787,0.007264,0,0,0.011612500000000001,0,0,0.0019649999999999997
1650403769:0.001879,0.059711,0.00428625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020673999999999996,0,0,0.0025700000000000002,0.006951000000000001,0,0,0.008729625000000001,0,0,0.001892
1650403612:0.001975,0,0.0045235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049076,0,0,0.002685,0.007525500000000001,0,0,0.005970333333333334,0,0,0
1650486641:0.001959,0.058989,0.0036645,0,0,0.0026765,0,0,0,0,0.003283,0.010857666666666668,0,0.013239666666666669,0,0,0.0021438,0,0.00755,0.0040026666666666665,0.0062985,0,0,0.008565749999999999,0,0,0.002713
1650250685:0.001549,0.058962,0.0033055000000000003,0,0,0.0024879999999999998,0,0,0,0,0.003358,0.008678,0,0.013838999999999999,0,0,0.0039582,0,0.008065666666666667,0.003712666666666666,0.005751,0,0,0.010493124999999999,0,0,0.002511
1650176438:0,0.05677,0,0,0,0.0026425,0,0,0,0,0.003018,0.008773666666666666,0,0.013668333333333333,0,0,0,0,0.007636666666666667,0.008161,0,0,0,0,0,0,0.002545
